"","n113","n114","n115","n116","n117","n118","n119","n121","markers"
"Q6ZPI0",0.051991851,0.0557371303,0.0201946111,0.0660588921,0.0883772793,0.494539641,0.1652293075,0.0578712877,"unknown"
"Q6ZQ88",0.0581581025,0.0474471991,0.0240020206,0.0705202634,0.0987018401,0.3985927046,0.1833343207,0.1192435491,"Nucleus - Chromatin"
"Q6ZQL4",0.0777490791,0.1209650802,0.0299709407,0.1378409878,0.1048171423,0.2479013929,0.1346234723,0.1461319046,"Nucleus - Nucleolus"
"Q7TMS5",0.3076940765,0.3145882048,0.0549914526,0.1670739221,0.0794607192,0.0427762084,0.0154829221,0.0179324942,"unknown"
"Q7TPR4",0.1026190496,0.1365645419,0.0722607182,0.1273724378,0.1091791873,0.101208674,0.1145523541,0.236243037,"unknown"
"Q80U70",0.0760205419,0.0528286018,0.0111353396,0.0759334033,0.0752729065,0.4855693577,0.1722446626,0.0509951866,"unknown"
"Q80UW8",0.0324488297,0.0383824438,0.0180518073,0.0564503188,0.0631028683,0.2599471842,0.1652366399,0.366379908,"unknown"
"Q80X85",0.1876267273,0.211102315,0.0334817695,0.3067416288,0.1916377388,0.0546454026,0.0121142019,0.0026502161,"unknown"
"Q80Y17",0.2095934381,0.16102599,0.0824301851,0.1282880154,0.0870564194,0.087591674,0.0818155177,0.1621987603,"unknown"
"Q811J3",0.0900702524,0.0914663777,0.0374951921,0.1130395721,0.0954364765,0.09672269,0.0804583078,0.3953111314,"unknown"
"Q8BG51",0.0611208811,0.074034457,0.0322124284,0.1470650467,0.3317567891,0.2625350957,0.0611817196,0.0300935823,"unknown"
"Q8BJ48",0.2059048917,0.2753711639,0.1603043257,0.1837725584,0.0802562678,0.0521323597,0.0249730468,0.017285386,"unknown"
"Q8BL97",0.0915146075,0.0708220468,0.0207493797,0.0838979292,0.0893071969,0.1235595858,0.2003382731,0.319810981,"unknown"
"Q8BP48",0.089850306,0.0895960719,0.0478504699,0.125445111,0.0972460187,0.2063803954,0.16573919,0.1778924372,"unknown"
"Q8BU14",0.116905144,0.1264385283,0.0644269652,0.2495001487,0.2015072504,0.1601675012,0.0640595089,0.0169949533,"unknown"
"Q8BY89",0.1569760616,0.1856012402,0.1102087538,0.1835981798,0.1201217489,0.1049454465,0.0346471649,0.1039014042,"unknown"
"Q8C1A5",0.0530732417,0.0570433899,0.007145419,0.0612167017,0.1648146732,0.1066688807,0.0322794431,0.5177582506,"Cytosol"
"Q8CCJ3",0.1289264463,0.1377082589,0.0869344525,0.2038431927,0.1762830245,0.140214344,0.0701684736,0.0559218075,"Endoplasmic reticulum"
"Q8CDN6",0.0573212625,0.0635841855,0.0325181944,0.0707056048,0.0671720347,0.0559153556,0.0343906816,0.6183926809,"unknown"
"Q8CG47",0.1373768119,0.0927306156,0.0221574899,0.098818035,0.0876813272,0.2682252413,0.1855105175,0.1074999617,"unknown"
"Q8CG76",0.0533032459,0.0607928066,0.0184229942,0.1032834511,0.2380236143,0.2027103526,0.0626504913,0.2608130439,"unknown"
"Q8CGC7",0.1029496038,0.0976145096,0.0331199907,0.0815692908,0.0620215853,0.0534459503,0.0409859021,0.5282931674,"unknown"
"Q8CGF7",0.1053834516,0.0748393077,0.0255559911,0.0918139417,0.0861951744,0.2182394338,0.2254237366,0.172548963,"unknown"
"Q8JZQ9",0.0689001005,0.0815120844,0.0298922003,0.0785653184,0.0736936728,0.1442529886,0.100350571,0.4228330639,"Cytosol"
"Q8K0C4",0.1248646452,0.1550666337,0.0370118215,0.260032929,0.1776892313,0.1828357485,0.0433724415,0.0191265493,"Endoplasmic reticulum"
"Q8K1J6",0.0474040023,0.0482790694,0.0480880623,0.0943432371,0.3285398549,0.1967686691,0.0760304959,0.160546609,"unknown"
"Q8K1M6",0.1363272075,0.1344447987,0.0412421628,0.1066480443,0.0865627789,0.2246483708,0.1062312971,0.16389534,"unknown"
"Q8K1R3",0.1602797446,0.0987362338,0.0332871818,0.0899670466,0.2838586167,0.1805729133,0.1181697519,0.0351285114,"unknown"
"Q8K298",0.0973386177,0.0782528905,0.0351729735,0.0964738193,0.1014524932,0.3212423756,0.1814328713,0.0886339589,"unknown"
"Q8R2Q4",0.0284853383,0.0267856215,0.0144636403,0.0646793756,0.3815400182,0.2977211714,0.1692443241,0.0170805106,"unknown"
"Q8R3Q6",0.041744723,0.046663928,0.0002348947,0.1568279802,0.376329895,0.3063823373,0.0467414447,0.0250747971,"unknown"
"Q8R3S6",0.2318333089,0.1718859647,0.0978547035,0.1379525639,0.1036629246,0.1055769222,0.1100450173,0.041188595,"unknown"
"Q8VBZ3",0.0896491481,0.1156941603,0.1172760464,0.2450755887,0.1705701621,0.1725997602,0.0624262682,0.0267088661,"unknown"
"Q8VDW0",0.063295624,0.0597756268,0.0188495123,0.0668563707,0.0596145996,0.2474139923,0.0947417777,0.3894524965,"unknown"
"Q8VE37",0.0546302635,0.0508996525,0.0276382522,0.0522976865,0.0619681265,0.4960558491,0.1892182781,0.0672918916,"unknown"
"Q91WK1",0.0427103357,0.0497514949,0.0209143397,0.1156058346,0.398919914,0.2702052468,0.076790638,0.0251021964,"unknown"
"Q91WN1",0.0538383927,0.0560724019,0.0194316101,0.0730453354,0.0851114744,0.4575569326,0.1927560899,0.0621877628,"unknown"
"Q91XL9",0.1975494124,0.2562182979,0.0472195389,0.2562085351,0.1285807711,0.0495924769,0.0194418606,0.0451891071,"unknown"
"Q91YR7",0.1077630835,0.1486327826,0.0285407592,0.101962399,0.1034200313,0.1900665948,0.1286748019,0.1909395477,"unknown"
"Q91ZA3",0.0393050351,0.0436455688,0.0168079489,0.1142755591,0.4421254037,0.2629766296,0.0678274652,0.0130363895,"Mitochondrion"
"Q921G6",0.1340364579,0.1544851242,0.0845462674,0.2683400214,0.1737799368,0.1209254125,0.0436813548,0.020205425,"unknown"
"Q99020",0.0525225415,0.0345492122,0.0128298964,0.0397529646,0.036503898,0.134032751,0.2685316365,0.4212770999,"unknown"
"Q99J62",0.0583389432,0.0661153822,0.0354013041,0.0741734743,0.0774826367,0.3966626723,0.1265430764,0.1652825109,"unknown"
"Q99JB2",0.0244196513,0.032104474,0.010573879,0.1274672682,0.4634098635,0.2850096348,0.055144598,0.0018706312,"unknown"
"Q99JI4",0.0698692452,0.0722066607,0.0233935245,0.0594337929,0.0430648653,0.0715290817,0.0673946808,0.5931081489,"unknown"
"Q99K48",0.0692434311,0.0871174085,0.0317718469,0.0933999981,0.0989252273,0.1190711736,0.3903993675,0.1100715469,"unknown"
"Q99KP6",0.0432041478,0.0526226578,0.0217542943,0.064443809,0.0691958545,0.2362012354,0.3579259563,0.1546520448,"unknown"
"Q99L13",0.0361237472,0.0360446758,0.0195817344,0.1092171547,0.428481577,0.2516182775,0.0982836696,0.0206491637,"Mitochondrion"
"Q99L45",0.0642813878,0.0791548585,0.0323210031,0.094388734,0.086442847,0.1755989787,0.1313369002,0.3364752907,"unknown"
"Q99L47",0.0271412725,0.0479667169,0.0003660783,0.0310910805,0.0003832629,0,0.0002005517,0.8928510371,"unknown"
"Q99LE6",0.092981686,0.1267711584,0.054113398,0.1367109567,0.1455375176,0.152572282,0.1816427889,0.1096702124,"unknown"
"Q99LX0",0.0595483177,0.0560759472,0.0157997599,0.0459686492,0.0356894377,0.020699982,0.0074522479,0.7587656584,"unknown"
"Q99MR6",0.055658189,0.0636527288,0.0519326007,0.0744787135,0.057769145,0.1136268258,0.1221687867,0.4607130105,"unknown"
"Q9CQ22",0.1496090158,0.2428749053,0.0403852111,0.2599793484,0.1401181831,0.1000753737,0.0328786666,0.034079296,"unknown"
"Q9CQ56",0.1236728097,0.1531272326,0.0477223992,0.2262604046,0.168763811,0.1748517415,0.0634498923,0.042151709,"unknown"
"Q9CQM9",0.0712735915,0.0701228077,0.0176917663,0.061938276,0.0487067746,0.0560289233,0.0228369743,0.6514008863,"unknown"
"Q9CQQ7",0.0808400497,0.0783639399,0.0320242665,0.146296147,0.3762619641,0.2089856051,0.0680604986,0.009167529,"Mitochondrion"
"Q9CQR2",0.0905754199,0.0787098133,0.023025801,0.1128831688,0.1170233956,0.126313554,0.2699459845,0.1815228629,"unknown"
"Q9CQU0",0.0992125357,0.1185734409,0.0388565073,0.2610232048,0.2403971112,0.1777832595,0.0360432371,0.0281107034,"unknown"
"Q9CR62",0.0362946016,0.053174463,0.0173466857,0.149361259,0.3885112823,0.2712104984,0.0547901114,0.0293110986,"Mitochondrion"
"Q9CRA5",0.1104587338,0.1675254716,0.0581890389,0.3150626641,0.174135566,0.1123214812,0.0344978913,0.0278091531,"unknown"
"Q9CRD2",0.0917381029,0.1267842492,0.0376059266,0.2684547931,0.2162519184,0.2113909621,0.0362409409,0.0115331068,"unknown"
"Q9CXT8",0.0916502764,0.0926586081,0.023304179,0.1377729076,0.345785405,0.2134836028,0.0654865452,0.0298584758,"Mitochondrion"
"Q9CY58",0.0330586189,0.0351055787,0.0216074554,0.0895511917,0.0971397905,0.1280768039,0.461338491,0.1341220698,"unknown"
"Q9CZM2",0.0919170108,0.0888397722,0.0278301369,0.1490071095,0.1446597022,0.137475357,0.251547938,0.1087229735,"60S Ribosome"
"Q9D0I9",0.077673416,0.0860624915,0.0381872788,0.0797722373,0.0701902843,0.0693586076,0.0661164771,0.5126392074,"unknown"
"Q9D5T0",0.0568941231,0.0734141559,0.0177294507,0.1405977191,0.3291345061,0.2937610843,0.0652296589,0.0232393019,"unknown"
"Q9D666",0.0392629143,0.0536693197,0.0170269622,0.1008667946,0.1017155288,0.5795033838,0.0942168202,0.0137382764,"unknown"
"Q9D710",0.0905977557,0.1311402104,0.0680129458,0.2280974318,0.1793457983,0.1728726827,0.0773950251,0.0525381502,"unknown"
"Q9D826",0.0729416789,0.100996282,0.0306157036,0.1263321492,0.1531433206,0.2369052024,0.1134836815,0.1655819819,"unknown"
"Q9D855",0.0254176576,0.02852384,0.0169740782,0.1063850054,0.4355581752,0.2836851041,0.0998028777,0.0036532618,"Mitochondrion"
"Q9D880",0.0333224001,0.0454926137,0.0205324836,0.1277015115,0.4078155754,0.2642005102,0.0736060852,0.0273288203,"unknown"
"Q9D8T7",0.0441082584,0.0721973726,0.084099921,0.1385431551,0.3756505979,0.2145930824,0.0575145984,0.0132930142,"Mitochondrion"
"Q9D8U8",0.0787934283,0.1601936123,0.0850748548,0.2351930458,0.0995136999,0.0868457503,0.0553833877,0.1990022208,"unknown"
"Q9DAW9",0.0861896024,0.113061377,0.0319387759,0.1046735018,0.0558664098,0.0507142144,0.027180845,0.5303752738,"unknown"
"Q9DBF1",0.0584270562,0.0549353846,0.0228497137,0.100002284,0.2795288367,0.21586387,0.0699093728,0.198483482,"unknown"
"Q9DBG7",0.1266496231,0.1621116841,0.067086995,0.149521906,0.2631821434,0.1518377908,0.0426501189,0.0369597386,"unknown"
"Q9DCD2",0.0712056482,0.0884967069,0.0285821403,0.104046901,0.0929377517,0.1888478861,0.2781411756,0.1477417902,"unknown"
"Q9DCH4",0.0977723007,0.1049945767,0.0245920778,0.1142515867,0.0915660027,0.1157088493,0.1011046561,0.35000995,"unknown"
"Q9EPU0",0.1263221901,0.1143689127,0.0336029086,0.1030318906,0.1054097949,0.1402809504,0.1639510563,0.2130322964,"unknown"
"Q9EQ06",0.1246920413,0.1385918601,0.0509368155,0.1865500462,0.2214740415,0.1613754021,0.0714066763,0.0449731169,"unknown"
"Q9EQ20",0.0288596093,0.0436111416,0.022293099,0.130624434,0.412781519,0.2606223138,0.0854002498,0.0158076335,"Mitochondrion"
"Q9EQH3",0.0878175478,0.2212414785,0.0504079374,0.3224730748,0.1166345097,0.08268896,0.0293093178,0.089427174,"Lysosome"
"Q9EQU5",0.042404659,0.0416271729,0.0122918744,0.0481963898,0.0500284729,0.04957654,0.0226635523,0.7332113388,"unknown"
"Q9ER00",0.0846723271,0.2491562362,0.0928457441,0.3656795619,0.1372713392,0.045042849,0.0161221627,0.0092097798,"unknown"
"Q9ER72",0.0441444269,0.049799955,0.0201277355,0.0466261532,0.0563715787,0.0421007761,0.0249938311,0.7158355434,"unknown"
"Q9JHP7",0.1134483103,0.1271354621,0.0453433192,0.2149880764,0.2079918909,0.1865831121,0.0644711884,0.0400386406,"unknown"
"Q9JHR7",0.0535908976,0.069471788,0.0215975101,0.1379759428,0.3605335915,0.2459246093,0.0583665037,0.052539157,"unknown"
"Q9JHS3",0.0866800425,0.2070548775,0.0478116903,0.377794901,0.172040011,0.0437417876,0.0175670323,0.0473096577,"unknown"
"Q9JIK5",0.0785843692,0.0958165128,0.0418833361,0.1152591446,0.0771625325,0.2413963748,0.2075860836,0.1423116465,"Nucleus - Nucleolus"
"Q9JIK9",0.0553189237,0.0630597287,0.0180959918,0.1380179621,0.3618761442,0.2594297043,0.0603119883,0.0438895569,"unknown"
"Q9JKF7",0.0364737545,0.0333975002,0.0320589034,0.1048392442,0.4168466877,0.2678079528,0.0939835062,0.014592451,"Mitochondrion"
"Q9QXA5",0.0437982989,0.0371648404,0.0196556553,0.047311434,0.0569091675,0.1064323346,0.1969296099,0.4917986594,"unknown"
"Q9QXK3",0.0702039386,0.0990192117,0.0580354609,0.2399560781,0.1880922173,0.1655229572,0.0673449846,0.1118251515,"unknown"
"Q9QYY0",0.1856530845,0.1954685963,0.0767966415,0.183577567,0.131159636,0.090419148,0.0671370717,0.069788255,"unknown"
"Q9QZ23",0.0197648884,0.0312697151,0.0243464195,0.1044943234,0.4430123973,0.2412149554,0.1035873347,0.0323099663,"Mitochondrion"
"Q9QZD9",0.089386199,0.0882016049,0.0227411753,0.0891128535,0.0690012532,0.0592801052,0.0987697249,0.4835070841,"Cytosol"
"Q9QZE5",0.0907333851,0.099431653,0.0476268273,0.2102438831,0.2104184312,0.1829338255,0.0619221548,0.09668984,"unknown"
"Q9R0E2",0.1364247563,0.1414960068,0.0494444242,0.2012313474,0.1678176679,0.1771053055,0.0678161892,0.0586643028,"unknown"
"Q9R0K7",0.3179470648,0.2184464168,0.0311732763,0.1733098762,0.1113155327,0.1060636663,0.0294091601,0.0123350067,"Plasma membrane"
"Q9R0P6",0.0417092212,0.0815209706,0.0251096471,0.286392675,0.2563596695,0.2420470302,0.0503342465,0.01652654,"unknown"
"Q9R1V7",0.1878620448,0.1771102687,0.0601842412,0.2205939603,0.1564260233,0.1300947615,0.0441219693,0.0236067308,"unknown"
"Q9WUM3",0.1925719042,0.168410431,0.0360657013,0.1390051041,0.0984995982,0.057167487,0.0328015092,0.2754782651,"unknown"
"Q9WV84",0.0434959266,0.0560584463,0.0322565762,0.0960680059,0.3540888284,0.2333802109,0.164848389,0.0198036167,"unknown"
"Q9WVA3",0.0614272872,0.0821790401,0.0175729223,0.0981998434,0.0821087744,0.1753257533,0.1634465303,0.319739849,"unknown"
"Q9WVL3",0.1068734757,0.1422390102,0.0359206977,0.2569594688,0.2120006807,0.1966240663,0.0402329531,0.0091496475,"unknown"
"Q9Z0F8",0.2507070867,0.1953758644,0.0629363176,0.1701542005,0.1268389947,0.1102385637,0.0452507168,0.0384982554,"unknown"
"Q9Z1Q9",0.0862324006,0.0897355471,0.0323728731,0.1175828858,0.1047537308,0.164363073,0.0708829137,0.3340765758,"unknown"
"Q9Z210",0.163750187,0.149163136,0.0401716606,0.109929381,0.1499927048,0.2413193706,0.0888411414,0.0568324186,"unknown"
"Q9Z2I8",0.0526995138,0.068268641,0.0186926304,0.1380901606,0.3950510643,0.2560766264,0.062258885,0.0088624786,"Mitochondrion"
"Q9Z2Z9",0.0753890229,0.0924651262,0.0350651381,0.1103406939,0.1053469731,0.2036889313,0.1924717589,0.1852323555,"unknown"
"A2ATU9",0.0809797497,0.0750025689,0.0246039583,0.1141501627,0.1121897159,0.1096807735,0.1348137786,0.3485792923,"unknown"
"B2RWW2",0.0535529495,0.0972037826,0.0506890665,0.3200973955,0.235566461,0.169499019,0.0528906739,0.020500652,"Endoplasmic reticulum"
"E9PV22",0.091335775,0.1046181857,0.0370019219,0.0995467083,0.0960798847,0.183270232,0.1200137274,0.2681335649,"unknown"
"E9Q6R7",0.2147899495,0.1868528103,0.0939861551,0.156198194,0.1488280127,0.0967472859,0.0501507439,0.0524468487,"unknown"
"Q3TWW8",0.0656373808,0.0590424363,0.0251241712,0.075713957,0.0724126327,0.1152410092,0.1470867722,0.4397416406,"unknown"
"Q3UK51",0.0494878202,0.0377121015,0.0093170428,0.0945675283,0.4007599907,0.3091236946,0.077741294,0.021290528,"unknown"
"Q8BVQ9",0.1008437816,0.110507422,0.0367691484,0.1007420631,0.0735721188,0.0864632093,0.0616107477,0.4294915092,"unknown"
"Q91X76",0.0453383274,0.059876766,0.019413298,0.1233606986,0.3613267871,0.2665855536,0.0832910129,0.0408075565,"unknown"
"Q9CQY3",0.036933469,0.0341664236,0.0066853477,0.1236958036,0.4551777309,0.2762818668,0.0596985147,0.0073608437,"unknown"
"A2A7S8",0.1268273273,0.2047187638,0.1541251508,0.1115817635,0.0824844992,0.1081582414,0.0933696847,0.1187345694,"unknown"
"A2AGT5",0.0721659125,0.0762096804,0.0349723447,0.0732939145,0.112585898,0.3514716761,0.1894691761,0.0898313978,"unknown"
"A2AWL7",0.0598826599,0.0582640284,0.0178798238,0.0819000633,0.0882896421,0.4664464281,0.1327700139,0.0945673405,"unknown"
"E2JF22",0.1852514652,0.1831162691,0.0992168978,0.1739365373,0.1303698303,0.1594278907,0.0427607365,0.025920373,"unknown"
"O08579",0.1435019236,0.1515055395,0.0365567007,0.2267898014,0.1669027501,0.1950379232,0.0510764717,0.0286288898,"unknown"
"O08807",0.1174668662,0.1399050707,0.1422221859,0.1554259382,0.151424261,0.1120166961,0.1046825445,0.0768564374,"unknown"
"O08992",0.112352586,0.1211885574,0.0858027948,0.1237314854,0.1055374273,0.0978379409,0.1137282568,0.2398209514,"unknown"
"O09061",0.049250746,0.0420207702,0.0163991551,0.0512303375,0.0491156977,0.0781117012,0.0697073227,0.6441642697,"unknown"
"O09167",0.0932279837,0.0821265612,0.0311357806,0.1351655636,0.1272318787,0.1325862611,0.3240780155,0.0744479556,"60S Ribosome"
"O35226",0.0587723033,0.0772788649,0.0278056776,0.1082602611,0.0526609367,0.0548441593,0.0402719536,0.5801058435,"unknown"
"O35286",0.0803252252,0.0912415183,0.0295425279,0.1061570774,0.1572646714,0.182062538,0.1568686843,0.1965377575,"Nucleus - Nucleolus"
"O35465",0.1372633817,0.1348583133,0.055761416,0.1745226806,0.1748690167,0.1815014351,0.0713123692,0.0699113875,"unknown"
"O35691",0.0710004085,0.0653245421,0.0145988877,0.097524459,0.1495277982,0.2751229013,0.1769225589,0.1499784443,"unknown"
"O35841",0.0497888644,0.0535273931,0.0219533895,0.063864886,0.0714888969,0.2419308247,0.2206065908,0.2768391546,"unknown"
"O35900",0.0960967879,0.0741476609,0.0266728127,0.067238876,0.0513663514,0.1200976212,0.0231374733,0.5412424166,"unknown"
"O55135",0.0870767427,0.0938182902,0.0417762158,0.1200270713,0.0774055861,0.0753788826,0.0713093403,0.4332078709,"unknown"
"O70252",0.1491015451,0.15955519,0.0523805313,0.2059546296,0.1637523097,0.1455023539,0.0645605191,0.0591929212,"unknown"
"O70311",0.0891123369,0.1055839204,0.0408230644,0.1336344876,0.1214478152,0.1252568571,0.2608547264,0.123286792,"unknown"
"O70378",0.0520390636,0.0698288676,0.0370691392,0.1855517161,0.1809337553,0.139881889,0.0684442416,0.2662513277,"unknown"
"O70439",0.1815851715,0.2422662483,0.0831311017,0.2102992652,0.1185178264,0.0761520973,0.0471571928,0.0408910968,"unknown"
"O70572",0.1089732586,0.1386064484,0.0767830575,0.2284957729,0.1823168537,0.1675770771,0.072083597,0.0251639348,"unknown"
"O70589",0.1458655441,0.1960295914,0.0593713478,0.1979612306,0.1555836915,0.1281760086,0.0537876211,0.0632249649,"unknown"
"O88342",0.1803101716,0.1940632005,0.0483149785,0.1578935378,0.1099946361,0.1017466174,0.0563896497,0.1512872085,"unknown"
"O88384",0.0979471229,0.21055776,0.0778239573,0.2929618916,0.1494743981,0.1055283182,0.0360286016,0.0296779503,"unknown"
"O88512",0.1138653132,0.1775796068,0.0774835643,0.2047968178,0.1246453635,0.0859987963,0.0602944318,0.1553361062,"unknown"
"O88561",0.1597612652,0.1547673556,0.0817402929,0.1866529715,0.2141108217,0.1270785929,0.056235442,0.0196532583,"unknown"
"O88958",0.0632402507,0.0857334321,0.0290186891,0.0809028534,0.0468064421,0.0676300763,0.0773778198,0.5492904365,"unknown"
"O89086",0.1298624587,0.0805609564,0.0286355783,0.0799423571,0.0996009038,0.1654290335,0.0922579435,0.3237107687,"unknown"
"P00405",0.0148890914,0.0191864496,0.0107825334,0.1088451956,0.4591667246,0.3033290146,0.0811841013,0.0026168895,"unknown"
"P01831",0.1222640643,0.1459556318,0.0331283426,0.1906751809,0.1567422049,0.168741314,0.0625466654,0.119946596,"unknown"
"P03930",0.0820605362,0.0769844498,0.0311782296,0.1263891133,0.3580646057,0.1956638154,0.0866157894,0.0430434607,"unknown"
"P05532",0.2074700618,0.1687617747,0.0567447308,0.1664839297,0.1180473642,0.094922881,0.0620984445,0.1254708133,"unknown"
"P06795",0.1092384843,0.1371596531,0.0315730051,0.1436455639,0.1057941747,0.0975850464,0.0976884209,0.2773156516,"unknown"
"P06797",0.1330895897,0.1669617991,0.0787417693,0.1826560104,0.1154885003,0.0990607314,0.0834591335,0.1405424663,"Lysosome"
"P09671",0.0157999544,0.0201083287,0.0111786132,0.1026923436,0.5032732019,0.2590611038,0.0817644063,0.0061220481,"unknown"
"P09803",0.3088712636,0.2576710002,0.0273817278,0.2122778611,0.0946805359,0.0670091988,0.0133227825,0.01878563,"unknown"
"P10630",0.0575467099,0.0640397763,0.0236278518,0.0568102043,0.0488279843,0.0725763038,0.1005748071,0.5759963624,"unknown"
"P10711",0.0858711501,0.0758396895,0.0154448508,0.0811328072,0.0764334127,0.2554024378,0.0878188165,0.3220568354,"unknown"
"P11031",0.0263563701,0.0280774061,0.0085235981,0.0264596314,0.0439868199,0.2765276655,0.0656779102,0.5243905987,"unknown"
